date,open,high,low,close,adj_close,volume,source
2009-01-02,90.44000244140624,93.44000244140624,89.8499984741211,92.95999908447266,67.80658721923828,227566300,yahoo
2009-01-05,92.62999725341795,93.66000366210938,91.88999938964844,92.8499984741211,67.7263412475586,240349700,yahoo
2009-01-06,93.63999938964844,94.4499969482422,92.68000030517578,93.47000122070312,68.17857360839844,328260900,yahoo
2009-01-07,92.0,92.26000213623048,90.1999969482422,90.66999816894533,66.13619232177734,280899200,yahoo
2009-01-08,90.16000366210938,91.08999633789062,89.66999816894531,91.04000091552734,66.4061050415039,263834400,yahoo
2009-01-09,91.16000366210938,91.31999969482422,85.36000061035156,89.08999633789062,64.9837646484375,330953600,yahoo
2009-01-12,88.83999633789062,88.91000366210938,86.41000366210938,86.94999694824219,63.42277908325195,277858500,yahoo
2009-01-13,86.7300033569336,87.87999725341797,86.19999694824219,87.11000061035156,63.53948211669922,356432300,yahoo
2009-01-14,85.54000091552734,85.75,83.16000366210938,84.37000274658203,61.5408935546875,435491600,yahoo
2009-01-15,84.12000274658203,85.25,81.72000122070312,84.4000015258789,61.56277084350586,532647300,yahoo
2009-01-16,85.86000061035156,85.98999786376953,83.05000305175781,85.05999755859375,62.04417419433594,399237200,yahoo
2009-01-20,84.2300033569336,85.05999755859375,80.05000305175781,80.56999969482422,58.76909255981445,419855200,yahoo
2009-01-21,81.94000244140625,84.23999786376953,80.47000122070312,84.05000305175781,61.3075065612793,364360700,yahoo
2009-01-22,82.41999816894531,84.04000091552734,81.16999816894531,82.75,60.3592414855957,427940300,yahoo
2009-01-23,80.9000015258789,83.98999786376953,80.56999969482422,83.11000061035156,60.6218147277832,386800600,yahoo
2009-01-26,83.58999633789062,85.36000061035156,82.80999755859375,83.68000030517578,61.03760528564453,317978800,yahoo
2009-01-27,84.12999725341797,85.1500015258789,83.30000305175781,84.52999877929688,61.65758514404297,273789700,yahoo
2009-01-28,86.4000015258789,87.94999694824219,86.06999969482422,87.38999938964844,63.74374008178711,330007000,yahoo
2009-01-29,86.11000061035156,87.48999786376953,84.47000122070312,84.55000305175781,61.67218017578125,294392500,yahoo
2009-01-30,84.9800033569336,85.4000015258789,82.20999908447266,82.83000183105469,60.41759490966797,383383600,yahoo
2009-02-02,81.56999969482422,83.18000030517578,81.30999755859375,82.58000183105469,60.23524475097656,288233300,yahoo
2009-02-03,83.0999984741211,84.36000061035156,82.22000122070312,83.73999786376953,61.08136367797852,278385800,yahoo
2009-02-04,84.30000305175781,85.37000274658203,83.04000091552734,83.33000183105469,60.78230285644531,322989300,yahoo
2009-02-05,82.69999694824219,85.29000091552734,77.7300033569336,84.56999969482422,61.6867790222168,417679400,yahoo
2009-02-06,84.86000061035156,87.33999633789062,84.68000030517578,86.9800033569336,63.44466400146485,366101700,yahoo
2009-02-09,86.95999908447266,87.73999786376953,86.31999969482422,87.0999984741211,63.53220748901367,240075200,yahoo
2009-02-10,86.2699966430664,87.02999877929688,82.44999694824219,83.11000061035156,60.6218147277832,536212800,yahoo
2009-02-11,83.44999694824219,84.05000305175781,82.4000015258789,83.5999984741211,60.97923278808594,324442500,yahoo
2009-02-12,82.16999816894531,83.81999969482422,81.05000305175781,83.66000366210938,61.02303314208984,469302200,yahoo
2009-02-13,83.55000305175781,84.23999786376953,82.73999786376953,82.76000213623047,60.36651611328125,293998400,yahoo
2009-02-17,80.16000366210938,82.95999908447266,79.16999816894531,79.22000122070312,57.784423828125,478910100,yahoo
2009-02-18,79.79000091552734,79.94000244140625,78.27999877929688,79.02999877929688,57.64580154418945,362964800,yahoo
2009-02-19,79.83999633789062,80.1500015258789,78.0199966430664,78.18000030517578,57.02579116821289,316867500,yahoo
2009-02-20,76.7300033569336,78.33999633789062,75.7699966430664,77.41999816894531,56.47143173217773,477176600,yahoo
2009-02-23,78.2699966430664,78.2699966430664,74.58999633789062,74.6500015258789,54.45096969604492,379641400,yahoo
2009-02-24,75.29000091552734,77.94999694824219,74.69999694824219,77.4800033569336,56.51522445678711,426260900,yahoo
2009-02-25,77.13999938964844,78.41999816894531,75.62999725341797,76.87000274658203,56.07028579711914,461985800,yahoo
2009-02-26,77.81999969482422,79.66999816894531,75.52999877929688,75.62000274658203,55.15849685668945,363353900,yahoo
2009-02-27,74.01000213623047,75.69000244140625,73.80999755859375,73.93000030517578,53.92578887939453,470510900,yahoo
2009-03-02,72.5199966430664,73.91999816894531,70.37000274658203,70.5999984741211,51.496826171875,426452600,yahoo
