ts,level,target,message
2026-08-01T23:24:38.497510+09:00,WARN,BAMLH0A0HYM2,제공처 절단 감지 — 수신 시작일 2023-08-01 > 보유 시작일 1996-12-31. 기존 이력 보존하고 신규분만 추가
2026-08-01T23:24:38.497510+09:00,WARN,BAMLH0A0HYM2,수신 787행 < 보유 7725행 — 덮어쓰기 금지 적용
2026-08-01T23:24:38.497510+09:00,INFO,BAMLH0A0HYM2,신규 0행 추가
2026-08-01T23:24:38.497510+09:00,OK,BAMLH0A0HYM2,7725행 저장  1996-12-31 ~ 2026-07-30
2026-08-01T23:24:38.497510+09:00,INFO,T10Y2Y,신규 0행 추가
2026-08-01T23:24:38.497510+09:00,OK,T10Y2Y,12538행 저장  1976-06-01 ~ 2026-07-31
2026-08-01T23:24:38.497510+09:00,INFO,DEXKOUS,신규 0행 추가
2026-08-01T23:24:38.497510+09:00,OK,DEXKOUS,11318행 저장  1981-04-13 ~ 2026-07-24
2026-08-01T23:24:38.497510+09:00,INFO,FearGreed,신규 0행 추가
2026-08-01T23:24:38.497510+09:00,OK,FearGreed,3915행 저장  2011-01-03 ~ 2026-07-31
2026-08-04T08:34:12.053313+09:00,INFO,SPY,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-04T08:34:12.053313+09:00,INFO,SPY,신규 1행 추가
2026-08-04T08:34:12.053313+09:00,OK,SPY,4422행 저장  2009-01-02 ~ 2026-08-03
2026-08-04T08:34:12.053313+09:00,INFO,SOX,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-04T08:34:12.053313+09:00,INFO,SOX,신규 1행 추가
2026-08-04T08:34:12.053313+09:00,OK,SOX,8115행 저장  1994-05-05 ~ 2026-08-03
2026-08-04T08:34:12.053313+09:00,INFO,SOXL,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-04T08:34:12.053313+09:00,INFO,SOXL,신규 1행 추가
2026-08-04T08:34:12.053313+09:00,OK,SOXL,4123행 저장  2010-03-12 ~ 2026-08-03
2026-08-04T08:34:12.053313+09:00,INFO,SOXS,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-04T08:34:12.053313+09:00,INFO,SOXS,신규 1행 추가
2026-08-04T08:34:12.053313+09:00,WARN,SOXS,급변 1건 (분할 소급 미조정 의심): 2026-05-26
2026-08-04T08:34:12.053313+09:00,WARN,SOXS,★ 최근 180일 내 급변 ['2026-05-26'] — 제공처 분할 조정 확인 필요
2026-08-04T08:34:12.053313+09:00,OK,SOXS,4124행 저장  2010-03-11 ~ 2026-08-03
2026-08-04T08:34:12.053313+09:00,INFO,SOXX,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-04T08:34:12.053313+09:00,INFO,SOXX,신규 1행 추가
2026-08-04T08:34:12.053313+09:00,OK,SOXX,4132행 저장  2010-03-01 ~ 2026-08-03
2026-08-04T08:34:12.053313+09:00,INFO,NVDA,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-04T08:34:12.053313+09:00,INFO,NVDA,신규 1행 추가
2026-08-04T08:34:12.053313+09:00,OK,NVDA,4122행 저장  2010-03-15 ~ 2026-08-03
2026-08-04T08:34:12.053313+09:00,WARN,MU,출처 불일치 의심 — 겹침 30일 중 최대 종가차 1.23%
2026-08-04T08:34:12.053313+09:00,INFO,MU,신규 1행 추가
2026-08-04T08:34:12.053313+09:00,OK,MU,4170행 저장  2010-01-04 ~ 2026-08-03
2026-08-04T08:34:12.053313+09:00,INFO,QQQ,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-04T08:34:12.053313+09:00,INFO,QQQ,신규 1행 추가
2026-08-04T08:34:12.053313+09:00,OK,QQQ,4422행 저장  2009-01-02 ~ 2026-08-03
2026-08-04T08:34:12.053313+09:00,INFO,VIXCLS,신규 1행 추가
2026-08-04T08:34:12.053313+09:00,OK,VIXCLS,9242행 저장  1990-01-02 ~ 2026-07-31
2026-08-04T08:34:12.053313+09:00,INFO,NFCI,신규 0행 추가
2026-08-04T08:34:12.053313+09:00,OK,NFCI,2899행 저장  1971-01-08 ~ 2026-07-24
2026-08-04T08:34:12.053313+09:00,WARN,BAMLH0A0HYM2,제공처 절단 감지 — 수신 시작일 2023-08-01 > 보유 시작일 1996-12-31. 기존 이력 보존하고 신규분만 추가
2026-08-04T08:34:12.053313+09:00,WARN,BAMLH0A0HYM2,수신 787행 < 보유 7725행 — 덮어쓰기 금지 적용
2026-08-04T08:34:12.053313+09:00,INFO,BAMLH0A0HYM2,신규 0행 추가
2026-08-04T08:34:12.053313+09:00,OK,BAMLH0A0HYM2,7725행 저장  1996-12-31 ~ 2026-07-30
2026-08-04T08:34:12.053313+09:00,INFO,T10Y2Y,신규 1행 추가
2026-08-04T08:34:12.053313+09:00,OK,T10Y2Y,12539행 저장  1976-06-01 ~ 2026-08-03
2026-08-04T08:34:12.053313+09:00,INFO,DEXKOUS,신규 5행 추가
2026-08-04T08:34:12.053313+09:00,OK,DEXKOUS,11323행 저장  1981-04-13 ~ 2026-07-31
2026-08-04T08:34:12.053313+09:00,INFO,FearGreed,신규 2행 추가
2026-08-04T08:34:12.053313+09:00,OK,FearGreed,3916행 저장  2011-01-03 ~ 2026-08-03
2026-08-05T08:31:44.705349+09:00,INFO,SPY,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-05T08:31:44.705349+09:00,INFO,SPY,신규 1행 추가
2026-08-05T08:31:44.705349+09:00,OK,SPY,4423행 저장  2009-01-02 ~ 2026-08-04
2026-08-05T08:31:44.705349+09:00,INFO,SOX,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-05T08:31:44.705349+09:00,INFO,SOX,신규 1행 추가
2026-08-05T08:31:44.705349+09:00,OK,SOX,8116행 저장  1994-05-05 ~ 2026-08-04
2026-08-05T08:31:44.705349+09:00,INFO,SOXL,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-05T08:31:44.705349+09:00,INFO,SOXL,신규 1행 추가
2026-08-05T08:31:44.705349+09:00,OK,SOXL,4124행 저장  2010-03-12 ~ 2026-08-04
2026-08-05T08:31:44.705349+09:00,INFO,SOXS,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-05T08:31:44.705349+09:00,INFO,SOXS,신규 1행 추가
2026-08-05T08:31:44.705349+09:00,WARN,SOXS,급변 1건 (분할 소급 미조정 의심): 2026-05-26
2026-08-05T08:31:44.705349+09:00,WARN,SOXS,★ 최근 180일 내 급변 ['2026-05-26'] — 제공처 분할 조정 확인 필요
2026-08-05T08:31:44.705349+09:00,OK,SOXS,4125행 저장  2010-03-11 ~ 2026-08-04
2026-08-05T08:31:44.705349+09:00,INFO,SOXX,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-05T08:31:44.705349+09:00,INFO,SOXX,신규 1행 추가
2026-08-05T08:31:44.705349+09:00,OK,SOXX,4133행 저장  2010-03-01 ~ 2026-08-04
2026-08-05T08:31:44.705349+09:00,INFO,NVDA,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-05T08:31:44.705349+09:00,INFO,NVDA,신규 1행 추가
2026-08-05T08:31:44.705349+09:00,OK,NVDA,4123행 저장  2010-03-15 ~ 2026-08-04
2026-08-05T08:31:44.705349+09:00,WARN,MU,출처 불일치 의심 — 겹침 30일 중 최대 종가차 1.23%
2026-08-05T08:31:44.705349+09:00,INFO,MU,신규 1행 추가
2026-08-05T08:31:44.705349+09:00,OK,MU,4171행 저장  2010-01-04 ~ 2026-08-04
2026-08-05T08:31:44.705349+09:00,INFO,QQQ,"출처 교차검증 통과 (겹침 30일, 최대차 0.000%)"
2026-08-05T08:31:44.705349+09:00,INFO,QQQ,신규 1행 추가
2026-08-05T08:31:44.705349+09:00,OK,QQQ,4423행 저장  2009-01-02 ~ 2026-08-04
2026-08-05T08:31:44.705349+09:00,INFO,VIXCLS,신규 1행 추가
2026-08-05T08:31:44.705349+09:00,OK,VIXCLS,9243행 저장  1990-01-02 ~ 2026-08-03
2026-08-05T08:31:44.705349+09:00,INFO,NFCI,신규 0행 추가
2026-08-05T08:31:44.705349+09:00,OK,NFCI,2899행 저장  1971-01-08 ~ 2026-07-24
2026-08-05T08:31:44.705349+09:00,WARN,BAMLH0A0HYM2,제공처 절단 감지 — 수신 시작일 2023-08-07 > 보유 시작일 1996-12-31. 기존 이력 보존하고 신규분만 추가
2026-08-05T08:31:44.705349+09:00,WARN,BAMLH0A0HYM2,수신 785행 < 보유 7725행 — 덮어쓰기 금지 적용
2026-08-05T08:31:44.705349+09:00,INFO,BAMLH0A0HYM2,신규 2행 추가
2026-08-05T08:31:44.705349+09:00,OK,BAMLH0A0HYM2,7727행 저장  1996-12-31 ~ 2026-08-03
2026-08-05T08:31:44.705349+09:00,INFO,T10Y2Y,신규 1행 추가
2026-08-05T08:31:44.705349+09:00,OK,T10Y2Y,12540행 저장  1976-06-01 ~ 2026-08-04
2026-08-05T08:31:44.705349+09:00,INFO,DEXKOUS,신규 0행 추가
2026-08-05T08:31:44.705349+09:00,OK,DEXKOUS,11323행 저장  1981-04-13 ~ 2026-07-31
2026-08-05T08:31:44.705349+09:00,INFO,FearGreed,신규 2행 추가
2026-08-05T08:31:44.705349+09:00,OK,FearGreed,3917행 저장  2011-01-03 ~ 2026-08-04
